LotFrontage;LotArea;YearBuilt;YearRemodAdd;BedroomAbvGr;TotRmsAbvGrd;GarageCars;Price
NA;2998;2000;2000;2;4;2;155895,40
NA;4447;2003;2003;2;4;2;159851,98
114;8314;1997;1998;3;6;1;185157,83
60;7180;2001;2002;3;6;2;180716,29
79;13110;1972;1972;2;6;2;176901,09
78;10140;1967;1967;3;7;2;181017,22
80;9600;1968;1968;3;6;2;183269,16
72;8640;1968;1968;4;7;2;193550,83
78;9360;1968;2004;2;4;2;170625,84
70;8400;1968;1968;3;6;1;182012,41
NA;9759;1966;1966;3;6;1;179162,51
80;9600;1967;1967;3;6;1;183269,16
80;8800;1965;2000;3;7;1;180589,84
NA;10368;1964;1964;3;7;2;181465,94
85;9350;1964;1964;4;7;2;196053,03
80;10800;1960;1960;3;6;1;183421,02
60;8550;1934;1950;2;4;1;167926,84
68;9724;1947;1950;2;5;1;168027,53
80;9600;1961;1990;3;7;2;182164,27
89;10858;1952;1952;2;6;1;172469,07
80;9600;1951;1951;3;7;1;181059,37
79;9462;1949;1973;3;7;1;182997,57
82;9888;1954;1975;2;5;1;166140,50
NA;8917;1967;1967;4;8;2;198515,55
NA;12700;1964;1964;3;6;2;193789,65
109;9723;1963;1963;2;5;2;173550,03
70;8400;1957;1957;3;6;1;176487,94
NA;9610;1958;1958;3;7;2;188813,30
125;10000;1956;1956;3;6;1;178531,91
72;10152;1956;1994;3;6;1;182145,73
70;8092;1954;2000;3;6;1;179196,47
66;12778;1952;2003;2;4;1;169618,35
75;10170;1951;1951;2;5;2;170010,17
55;7700;1956;1956;3;6;2;181739,67
65;11050;1956;1956;2;6;1;172846,93
80;13600;1955;1955;3;6;1;195560,88
85;15428;1951;1991;2;4;1;180358,11
118;21299;1941;1963;3;7;3;211817,70
70;13300;1956;2001;2;6;2;176170,13
94;22136;1925;1975;5;10;3;234492,25
50;7500;1947;1950;3;6;2;182450,96
60;10410;1930;2001;2;5;1;174902,07
60;10914;1929;1950;2;4;2;173684,17
60;7008;1900;1998;1;5;1;147196,67
60;7200;1915;1950;3;7;2;175231,19
60;10818;1910;1950;4;7;2;193417,65
83;10184;1963;1963;3;6;1;183313,60
77;9510;1962;1985;3;6;1;180882,25
80;10800;1961;1992;3;6;2;186735,70
86;11650;1959;1959;2;5;2;172922,87
NA;18275;1962;1998;3;9;2;202551,68
60;12144;1950;1950;3;6;1;190485,63
60;8544;1950;1950;2;6;2;173439,49
75;8512;1960;1960;4;8;0;196613,60
70;7000;1961;1961;3;6;1;178152,26
74;7400;1962;1962;3;6;2;174519,90
70;7000;1962;1962;3;5;1;172627,80
70;7000;1962;1962;3;6;0;173732,69
62;9856;1900;2005;5;8;2;209219,84
60;9600;1948;1950;3;6;1;181059,37
60;5520;1920;1980;4;9;1;188515,44
60;9600;1900;2004;3;7;2;182164,27
58;6451;1900;1970;4;7;2;188137,90
66;3960;1930;1950;2;5;1;158893,54
56;7745;1900;1950;4;9;2;189579,65
56;7741;1924;1950;2;5;1;165229,80
50;5633;1925;1950;2;5;1;162186,07
60;7200;1950;1950;2;5;1;166374,88
42;7614;1905;1950;2;7;1;161665,18
50;6000;1955;1955;3;5;2;175079,33
50;6000;1924;1950;5;7;2;203840,87
52;7830;1921;1950;1;3;1;152129,08
56;9576;1945;1950;3;5;1;181012,14
48;5747;1920;1950;2;5;1;161305,54
70;6300;1910;2005;5;9;2;203326,39
33;5976;1920;1950;2;8;0;168385,57
65;9750;1958;1958;3;5;2;183564,37
63;4761;1918;1950;2;5;0;163784,62
69;11737;1924;1996;2;9;1;171989,19
51;6120;1930;1950;3;6;1;180839,96
51;6120;1930;1984;3;7;1;170895,92
50;11672;1925;1950;2;4;1;174071,05
90;33120;1962;1962;5;8;2;259423,86
60;10320;1924;1950;3;7;2;188000,82
60;7518;1910;2004;3;7;1;179171,70
50;9000;1919;1950;2;4;0;171022,24
60;7200;1930;1950;3;6;1;174126,30
82;12375;1951;1951;3;7;1;187625,57
120;11136;1964;1964;4;8;2;199567,95
100;21370;1950;1950;3;7;2;205328,08
55;8250;1935;1950;2;6;1;166231,54
50;5220;1936;1950;2;4;1;154743,92
50;5500;2004;2004;2;4;1;159714,54
NA;11327;1967;1967;3;6;2;185563,07
80;10366;1964;1964;2;4;1;171500,80
75;9000;1966;1966;3;6;1;180983,44
NA;9535;1967;1967;3;7;2;183141,24
NA;7176;1978;1978;3;6;2;178498,63
NA;9662;1977;1977;6;10;2;224323,71
75;8235;1977;1977;6;10;2;218200,64
NA;17529;1924;1950;2;5;1;182283,18
NA;20355;1967;1967;2;6;2;190054,64
87;13050;1963;1963;1;4;2;160192,45
72;10820;1971;1972;2;4;2;171289,39
NA;1700;1980;1981;2;7;1;151131,10
75;9375;1954;1954;3;6;2;181721,46
62;6488;1942;1950;3;6;1;172725,05
114;19950;1928;1950;4;8;3;222438,70
60;19800;1935;1990;5;7;2;235419,37
78;11679;1962;1962;3;6;2;185150,93
80;12048;1952;2002;3;7;2;184772,24
70;10519;1955;1999;3;6;1;180658,22
75;9525;1953;1953;5;7;1;209673,32
88;12128;1989;1989;4;9;2;205939,81
73;9069;1993;1993;2;8;4;165633,57
133;11003;2005;2006;3;7;3;186030,32
64;7488;2005;2005;2;6;2;160312,32
90;13377;2006;2006;3;7;2;190702,44
78;11645;2005;2006;2;6;3;175122,81
91;10984;2005;2006;3;8;2;183783,14
78;9316;2005;2005;3;7;2;178290,67
78;9316;2005;2005;3;6;2;181605,34
80;12000;1968;1968;3;6;2;187992,45
95;13015;1996;1996;3;5;2;188885,12
65;12438;1995;1995;3;6;2;189959,34
NA;8685;1998;1998;3;5;2;179258,62
68;9272;1999;1999;3;7;2;181518,75
72;13426;1999;2000;3;7;2;193008,66
50;8340;1977;1977;3;6;1;186313,89
42;10385;1978;1978;3;6;3;181499,39
60;7200;1972;1972;3;5;1;174126,30
NA;9930;2002;2002;3;6;2;183918,61
45;9468;1999;1999;3;7;2;184114,27
NA;11088;2002;2002;1;5;2;158540,95
70;8726;2002;2002;4;8;2;197034,76
67;10566;1999;1999;3;8;3;185170,28
NA;21533;1996;1997;4;9;2;221134,53
90;11250;1998;1998;3;8;3;184306,64
90;11250;1995;1996;4;8;2;199792,30
37;4435;2003;2003;1;4;2;143237,80
70;8810;2003;2003;3;7;2;177294,84
74;8581;2006;2006;3;7;2;182368,62
70;8400;2005;2005;3;6;2;176487,94
65;8772;2005;2006;3;6;2;183849,41
67;8777;1910;2000;3;6;2;184964,14
38;7840;1975;1975;4;4;0;196395,97
73;16133;1969;1969;2;5;1;188374,94
62;7162;2003;2004;3;8;2;176261,30
75;8050;2002;2002;2;4;0;163628,14
90;11060;2003;2005;3;9;2;180618,03
35;3675;2005;2006;2;5;2;161647,33
24;2522;2004;2004;3;7;2;167129,60
56;6956;1948;1950;3;5;1;174750,99
72;7822;1915;1950;3;7;2;177560,20
62;8707;1924;1950;4;9;1;192577,80
60;16012;1954;1968;3;6;2;199202,90
45;8248;1922;1950;3;8;0;182818,16
60;8088;1922;1955;1;3;1;148217,26
76;11388;1910;1993;3;5;1;188997,80
60;10890;1938;1950;3;6;1;185807,93
58;6430;1945;1950;3;6;1;177030,48
43;7000;1926;1997;3;6;1;175942,47
69;4899;1920;1950;3;6;1;172912,52
54;9399;1919;1950;4;7;1;198359,25
84;10164;1939;1950;3;6;1;184379,13
51;6191;1941;1950;4;6;1;194255,57
66;21780;1920;1950;3;7;1;209449,65
80;12400;1940;1950;2;7;1;169979,32
81;8170;1929;1950;4;7;2;188206,28
70;12320;1932;1990;3;8;3;186412,44
70;14210;1930;1959;3;8;2;196761,39
78;15600;1950;1963;4;9;1;208353,27
50;7288;1942;1950;2;5;1;166548,07
50;7000;1926;1950;3;6;2;175942,47
61;8534;1925;1950;2;4;0;166790,46
50;7030;1925;1950;2;4;1;160515,85
75;9060;1957;1957;4;6;1;192167,62
69;12366;1945;1950;2;5;0;178751,55
50;9000;1951;1951;4;8;0;198678,89
60;8520;1916;1950;2;6;0;164553,12
41;5748;2005;2006;2;5;2;156887,93
44;3842;2004;2005;2;5;2;164185,78
69;23580;1979;1979;3;6;2;212992,12
65;8385;1978;1978;4;10;2;197468,55
70;9116;2001;2001;3;7;2;180106,84
140;11080;1975;1975;3;6;2;183972,07
NA;50102;1958;1958;2;6;2;245283,20
NA;8098;2000;2000;2;5;2;170351,96
95;13618;2005;2006;3;8;3;195596,31
88;11577;2005;2006;3;9;3;189369,76
125;31250;1951;1951;3;6;1;223667,40
78;7020;1997;1997;2;8;4;169335,31
41;2665;1977;1977;3;5;1;167411,03
58;10172;1968;2003;3;5;1;187709,56
NA;11836;1970;1970;4;8;3;196526,00
21;1470;1970;1970;1;3;0;137402,57
21;1484;1972;1972;3;5;1;165086,78
80;13384;1969;1979;3;8;1;188506,43
21;1533;1970;1970;3;5;1;172917,46
21;1526;1970;1970;3;5;0;166274,33
21;1936;1970;1970;3;5;0;167081,22
21;1894;1970;1970;3;6;1;164788,78
160;20000;1960;1996;4;7;2;219222,42
62;10441;1992;1992;3;6;0;184924,28
74;9627;1993;1994;3;9;3;187741,87
